"","video_id","channel_id","period1Comments","period2Comments","period3Comments","period4Comments","period5Comments","period1Likes","period2Likes","period3Likes","period4Likes","period5Likes","period1Disikes","period2Dislikes","period3Dislikes","period4Dislikes","period5Dislikes","period1Views","period2Views","period3Views","period4Views","period5Views","officialBrandContent","Brand"
"119","CL4ceCQtcAY","UC2SapgAYOtMLYd9H_8puiUA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,"ShockTop"
"120","CNInc6-j79E","UCcOAVpGxEuWctZ8ySQqYjmw",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,FALSE,"ShockTop"
"121","COmr5OCVe0Y","UC4TMHVxSx97WOfNUypBgimA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,FALSE,"ShockTop"
"122","CiqfocCTqQE","UCggSd34gqfzXxsf3Y1vNgfw",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,6,1,FALSE,"ShockTop"
"123","CjRgGoN9P2c","UCafmkoqA61227j2qliQJ2CQ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,"ShockTop"
"124","D5l6OTJ1ozU","UCQ2OoPpyQfoz667VMW6vepg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,"ShockTop"
"125","D9IBcRyv0Hk","UCKO8aBVmqwY386f-y5O9sHg",0,2,0,3,0,0,25,0,40,0,0,3,0,5,0,0,2934,0,4161,0,FALSE,"ShockTop"
"126","DKpZuI05y1A","UCpfUlFZlM1yfcJG5dl9fwyg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,TRUE,"ShockTop"
"127","DNg02bU_Yqg","UCaOBjV3ft_5PsrmuagamOmg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,"ShockTop"
"128","DbnIPoUSQIY","UCnKctJP3kO7Fr_dTDF7_GKg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,"ShockTop"
"129","DsyxHYvAYgM","UCpHG-8S6AtsseePukQHKNFg",0,0,0,0,0,0,2,1,2,5,0,0,0,0,0,64,356,208,429,388,TRUE,"ShockTop"
"130","DufDWEDNOfs","UCaoxorGF2eukSi0sGGj6MgA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,"ShockTop"
"131","DyPMXeEJXBU","UCWpr6wmNCLN3EGt8bfcZhyQ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,FALSE,"ShockTop"
"132","E3KbrmxRZwk","UCb5IBwS_Df_KZqHzy0U98vQ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,FALSE,"ShockTop"
"133","EBWxq_Pxfc0","UC31b6__nH15ys96dXJ_xdJA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,"ShockTop"
"134","EMYUGh1wbWk","UChATEqzgAKmzQNX0KsTDjiw",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE,"ShockTop"
"135","EROYM46OcqM","UCEeuvw8dMVChD6XFDofk51w",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,FALSE,"ShockTop"
"136","EU3sXYbSZHY","UCtD8fIc6p8fYkER6pLxCJqA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,"ShockTop"
"137","Ead3B6apBFw","UCrRIZ-cNfZSYgHcqPyUexuQ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,"ShockTop"
"138","EkwNH6igrq0","UCpfUlFZlM1yfcJG5dl9fwyg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,10,1377,286,TRUE,"ShockTop"
"139","Ez9I0NiFUQA","UCrJ2fvZw1Jks7TqmwKiiTJg",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,2,1,FALSE,"ShockTop"
"140","F3ilrLEAjpw","UC2YMruNJhX-hrbxqUj9Vdqg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,"ShockTop"
"141","FHRoS1xZbmM","UCgNop9SxFBbkX3ptdyDHX9w",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,2,9,12,FALSE,"ShockTop"
"142","FHsKoWL3KLk","UCpfUlFZlM1yfcJG5dl9fwyg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,88,56,TRUE,"ShockTop"
"143","FTTs4J5cO6c","UCpfUlFZlM1yfcJG5dl9fwyg",0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,21,48,TRUE,"ShockTop"
"144","FZbuIYPFlTo","UCRddnOfAkv3aYm3B-TDadsg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,0,FALSE,"ShockTop"
"145","FcX8Nc4qLc8","UCMgSOLzHJHhMP5-ZLwprizw",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,"ShockTop"
